,Site,Stream,Watershed,Date,Year,Month,Obsw,ObservedFlow,Drainage area,Base-flow index ,Soil bulk density,surficial geology contacts ,Cropland cover,Number of water diversions ,Elevation,Evapotranspiration_00 ,Evapotranspiration_01,Evapotranspiration_03,Evapotranspiration_06,Evapotranspiration_09,Evapotranspiration_12,bedrock geology faults ,Forest cover,hydraulic conductivity,Precipitation_00,Precipitation_01,Precipitation_03,Precipitation_06,Precipitation_09,Precipitation_12,Depth to soil restrictive layer,Number of roads,Slope,Slope-area ratio,Number of springs,permeability index ,Snow water equivalent_00,Snow water equivalent_01,Snow water equivalent_03,Snow water equivalent_06,Snow water equivalent_09,Snow water equivalent_12,Temperature_00,Temperature_01,Temperature_03,Temperature_06,Temperature_09,Temperature_12,water content ,Depth to water table,Number of water wells ,Wetland cover
700,50,14862,3,201606,2016,6,4.493,0.127226391,95.8559,74.087,1.362,8.937471,0.52,0.032278,2560.900591,84.492,79.186,51.975,29.72,22.865,38.447,7.446588,30.109,0.301,12.825,71.216,70.724,66.347,57.892,52.88,130.093,104.881672,20.187,0.199,0.007633,0.69,16.184,62.05,89.973,78.713,55.102,43.272,12.741,8.921,4.567,-0.101,1.247,4.04,0.483,8.822,0.581913,1.167
701,51,15162,3,201606,2016,6,3.527,0.099872575,94.10765,74.088,1.361,10.472546,0.529,0.053218,2565.626801,84.912,79.571,52.193,29.845,22.961,38.614,12.236756,30.668,0.3,12.915,71.411,71.059,66.827,58.32,53.247,129.996,86.508016,20.264,0.2,0.012585,0.662,16.484,63.18,91.445,79.802,55.865,43.875,12.723,8.9,4.55,-0.105,1.242,4.032,0.483,8.865,0.959412,1.188
702,52,15234,3,201606,2016,6,3.962,0.112190287,93.93153,74.089,1.361,13.224759,0.53,0.067204,2566.225954,84.968,79.622,52.226,29.863,22.975,38.636,15.452525,30.725,0.3,12.924,71.431,71.092,66.874,58.362,53.282,129.986,100.29032,20.293,0.2,0.015893,0.657,16.515,63.298,91.602,79.913,55.942,43.936,12.722,8.899,4.548,-0.105,1.241,4.031,0.483,8.872,1.211549,1.19
703,53,15159,3,201606,2016,6,2.126,0.060201048,46.89713,74.032,1.357,6.468214,0.894,0.103656,2613.307007,86.329,82.51,55.281,31.612,24.366,40.524,11.923653,39.148,0.259,13.507,72.274,74.486,73.779,64.445,58.081,129.092,46.4495,22.171,0.217,0.009658,0.673,31.952,94.522,125.366,105.587,73.916,58.549,12.531,8.696,4.358,-0.233,1.104,3.882,0.486,9.969,0.135189,2.216
704,54,14643,3,201606,2016,6,1.182,0.033470197,46.1538,74.033,1.357,14.377995,0.908,0.230691,2618.7484,87.294,83.399,55.862,31.945,24.625,40.851,3.580654,39.777,0.257,13.584,72.433,74.786,74.241,64.855,58.425,129.019,57.654744,22.384,0.219,0.021496,0.649,32.466,96.041,127.238,106.994,74.901,59.334,12.517,8.679,4.343,-0.238,1.098,3.875,0.487,10.039,0.300871,2.09
705,55,14506,3,201606,2016,6,2.002,0.056689792,45.3509,74.033,1.357,22.164462,0.654,0.355817,2624.371839,88.402,84.402,56.505,32.313,24.919,41.227,5.448252,40.474,0.257,13.665,72.604,75.102,74.723,65.282,58.782,128.954,65.4466,22.561,0.22,0.032673,0.627,33.041,97.742,129.316,108.601,76.027,60.23,12.504,8.663,4.329,-0.243,1.093,3.868,0.487,10.09,0.464061,1.617
706,56,13985,3,201606,2016,6,2.005,0.056774742,43.80208,74.034,1.356,15.685757,0.324,0.765927,2635.713743,89.741,85.698,57.406,32.828,25.354,41.823,6.248349,41.902,0.252,13.808,72.898,75.663,75.595,66.053,59.425,128.776,75.064632,23.079,0.224,0.052884,0.597,34.209,101.197,133.519,111.94,78.364,62.09,12.481,8.634,4.303,-0.254,1.081,3.853,0.487,10.209,2.08E-04,1.257
707,57,12205,2,201606,2016,6,9.084,0.257227807,67.599,74.003,1.334,0.98912,0.386,0.030382,2580.169523,79.448,74.854,47.88,27.362,20.336,35.278,0.841472,21.974,0.161,12.151,69.286,69.979,68.989,60.138,54.2,131.584,100.203096,19.328,0.196,0.21588,0.755,28.925,76.798,109.813,98.311,68.825,53.736,12.462,8.72,4.374,-0.291,1.042,3.824,0.487,10.23,1.483143,1.22
708,58,10994,2,201606,2016,6,5.756,0.162990231,65.01418,74.014,1.333,2.034933,0.376,0.063256,2591.68047,80.385,75.881,48.46,27.694,20.608,35.673,0.607679,22.848,0.157,12.292,69.609,70.587,69.975,61.012,54.925,131.938,83.056752,19.594,0.198,0.449465,0.728,30.075,79.848,113.763,101.593,71.123,55.535,12.43,8.684,4.342,-0.301,1.03,3.807,0.487,10.383,1.466563,1.252
709,60,8672,2,201606,2016,6,5.015,0.142007645,57.74923,74.038,1.33,8.76223,0,0.382679,2625.51013,83.212,78.943,50.32,28.757,21.471,36.917,3.38333,25.574,0.139,12.651,70.426,72.219,72.686,63.411,56.904,132.371,83.459488,20,0.199,8.33E-04,0.621,33.859,89.639,125.956,111.517,78.071,60.984,12.362,8.6,4.267,-0.331,0.996,3.765,0.488,10.749,0.845267,1.037
710,61,8425,2,201606,2016,6,5.575,0.15786493,57.40217,74.038,1.329,12.643195,0,0.552175,2627.663682,83.4,79.144,50.447,28.83,21.529,36.995,4.881875,25.728,0.138,12.671,70.471,72.31,72.839,63.546,57.016,132.366,76.945592,20.071,0.199,0.001203,0.613,34.062,90.178,126.654,112.088,78.471,61.297,12.358,8.596,4.262,-0.333,0.994,3.763,0.488,10.784,0.07702,1.044
711,62,8236,2,201606,2016,6,6.317,0.178875832,56.92302,74.038,1.329,20.845132,0,0.910384,2630.58443,83.729,79.484,50.664,28.954,21.626,37.113,8.048853,25.945,0.137,12.698,70.531,72.432,73.042,63.726,57.164,132.38,62.5825,20.159,0.2,0.001983,0.604,34.349,90.938,127.633,112.908,79.044,61.746,12.353,8.589,4.257,-0.335,0.992,3.76,0.488,10.825,0.126985,1.052
712,63,8189,2,201606,2016,6,5.924,0.167747416,54.78627,74.04,1.328,36.237056,0,0.016664,2641.230155,85.005,80.85,51.462,29.409,21.981,37.538,23.74785,26.876,0.131,12.807,70.769,72.918,73.864,64.451,57.76,132.536,75.066376,20.054,0.198,0.005958,0.578,35.69,94.3,131.96,116.438,81.516,63.684,12.335,8.566,4.235,-0.346,0.981,3.747,0.488,10.953,0.381487,1.056
713,64,8542,2,201606,2016,6,6.273,0.177629902,53.8461,74.041,1.328,42.425804,0,0.037087,2645.411225,85.553,81.474,51.821,29.615,22.143,37.728,9.553282,27.241,0.129,12.858,70.878,73.134,74.226,64.771,58.022,132.643,110.052872,19.745,0.194,0.013261,0.571,36.313,95.887,133.991,118.111,82.688,64.602,12.327,8.556,4.225,-0.35,0.976,3.741,0.488,10.981,0.849016,1.074
714,65,8492,2,201606,2016,6,5.042,0.142772193,42.84896,74.049,1.324,13.287993,0,0.077217,2661.644381,87.195,82.682,51.74,29.567,22.194,38.237,19.889608,27.3,0.122,12.994,71.181,73.777,75.45,65.845,58.887,132.995,55.577664,20.242,0.189,0.01991,0.551,38.06,99.696,140.532,124.203,86.952,67.893,12.283,8.508,4.18,-0.379,0.946,3.708,0.487,11.092,0.282121,1.199
715,66,8066,2,201606,2016,6,6.708,0.189947614,42.30247,74.05,1.323,21.817596,0,0.12731,2664.88321,87.373,82.893,51.829,29.617,22.242,38.323,19.76681,27.653,0.12,13.031,71.256,73.928,75.705,66.069,59.07,133.082,68.630296,20.139,0.186,0.032827,0.545,38.551,100.928,142.112,125.499,87.86,68.604,12.278,8.501,4.174,-0.382,0.942,3.704,0.487,11.115,0.46514,1.161
716,67,7531,2,201606,2016,6,3.643,0.103157299,39.14526,74.054,1.321,28.451624,0,0.256372,2681.371431,88.171,83.916,52.311,29.893,22.51,38.919,2.178476,29.808,0.106,13.248,71.696,74.818,77.185,67.371,60.133,133.391,56.132196,19.67,0.173,0.066107,0.474,41.661,107.812,151.113,132.43,92.712,72.419,12.257,8.466,4.139,-0.403,0.923,3.683,0.486,11.178,0.744642,1.046
717,68,7080,2,201606,2016,6,5.024,0.142262495,38.12221,74.056,1.32,51.052176,0,0.630575,2689.969632,88.572,84.489,52.492,29.997,22.612,39.16,5.358202,30.608,0.099,13.324,71.845,75.106,77.659,67.786,60.471,133.366,102.08656,19.925,0.175,0.162597,0.439,42.78,110.508,154.676,135.12,94.595,73.897,12.25,8.454,4.127,-0.41,0.915,3.675,0.486,11.292,0.258723,0.727
718,69,7079,2,201606,2016,6,2.296,0.065014866,14.72415,74.083,1.337,17.62967,0,0.321957,2735.495287,89.312,88.375,54.321,31.042,23.528,40.06,0.002013,28.174,0.074,13.758,72.559,76.643,80.016,69.852,62.171,132.25,42.644452,22.237,0.195,0,0.319,53.082,132.165,175.013,146.722,102.724,80.733,12.271,8.428,4.101,-0.414,0.917,3.68,0.495,11.542,0.108867,0.134
719,70,3732,1,201606,2016,6,1.958,0.055443862,8.87852,74.319,1.342,15.040018,0,0,2700.496327,77.904,75.134,46.604,26.631,20.586,37.783,1.233121,51.966,0.152,13.992,73.722,78.043,82.247,71.912,63.869,129.502,26.244706,26.417,0.22,0,0.324,50.182,125.695,168.985,146.996,102.897,79.755,11.999,8.241,3.921,-0.56,0.755,3.491,0.493,11.416,2.00E-05,0.587
720,71,3730,1,201606,2016,6,2.392,0.067733258,8.87075,74.319,1.342,16.076864,0,0,2700.807407,77.897,75.136,46.605,26.631,20.587,37.787,1.318132,52.014,0.152,13.995,73.728,78.057,82.27,71.931,63.885,129.495,26.178008,26.43,0.22,0,0.322,50.228,125.8,169.116,147.094,102.966,79.809,11.999,8.241,3.921,-0.56,0.755,3.491,0.493,11.425,2.20E-05,0.588
721,72,3650,1,201606,2016,6,1.695,0.047996602,8.4952,74.333,1.342,16.868088,0,0,2714.745975,77.522,75.172,46.674,26.671,20.636,37.974,3.704508,54.306,0.148,14.124,74.014,78.678,83.269,72.819,64.61,129.161,16.504879,27.061,0.223,0,0.311,52.442,130.6,175.165,151.559,106.092,82.24,11.986,8.217,3.899,-0.57,0.746,3.481,0.493,11.573,6.20E-05,0.328
722,73,3638,1,201606,2016,6,2.327,0.06589268,8.20253,74.342,1.343,14.96246,0,0,2725.513731,77.128,75.346,46.8,26.743,20.702,38.149,6.314725,55.831,0.147,14.227,74.239,79.153,84.021,73.489,65.159,128.848,21.500308,27.587,0.227,0,0.322,54.306,134.607,180.178,154.999,108.499,84.115,11.976,8.199,3.882,-0.578,0.738,3.473,0.493,11.623,1.07E-04,0.076
723,74,3619,1,201606,2016,6,1.937,0.054849214,7.21315,74.256,1.341,0,0,0,2757.635955,74.96,75.5,47.034,26.877,20.791,38.363,12.85525,60.024,0.145,14.612,75.051,80.812,86.57,75.769,67.036,128.143,26.941022,29.2,0.241,0,0.366,61.759,149.749,198.062,166.484,116.539,90.388,11.944,8.14,3.824,-0.608,0.71,3.443,0.493,11.794,3.11E-04,0
724,75,3765,1,201606,2016,6,1.343,0.038029166,6.79357,74.209,1.341,0,0,0,2773.654055,73.688,75.363,47.097,26.912,20.805,38.317,7.524733,60.241,0.141,14.804,75.448,81.607,87.771,76.846,67.925,127.99,5.107956,29.694,0.244,0,0.389,65.58,157.438,206.926,172.059,120.442,93.436,11.929,8.114,3.798,-0.623,0.696,3.428,0.494,11.975,5.68E-04,0
725,78,3348,1,201606,2016,6,5.964,0.168880079,9.51307,74.533,1.35,12.97651,0,0,2703.221025,75.4,73.256,45.496,25.999,19.448,36.379,0.592465,42.077,0.123,14.453,74.801,80.32,85.834,75.122,66.517,128.708,29.760558,26.981,0.258,0,0.157,32.804,124.94,172.26,150.019,105.013,81.267,11.926,8.153,3.835,-0.617,0.696,3.429,0.49,10.302,0,0.066
726,79,3278,1,201606,2016,6,6.316,0.178847515,8.8837,74.568,1.349,20.711312,0,0,2724.019349,74.666,73.36,45.621,26.071,19.503,36.628,1.61049,44.751,0.123,14.686,75.32,81.429,87.596,76.691,67.802,128.044,21.795092,27.847,0.268,0,0.168,35.134,132.541,182.236,157.068,109.948,85.098,11.901,8.11,3.795,-0.636,0.678,3.409,0.49,10.32,0,0.07
727,80,3328,1,201606,2016,6,4.783,0.135438199,8.57031,74.553,1.349,8.932817,0,0,2734.619063,74.095,73.519,45.729,26.132,19.538,36.751,2.838301,46.061,0.122,14.809,75.587,81.986,88.465,77.467,68.44,127.771,36.111472,28.19,0.27,0,0.174,36.418,136.683,187.603,160.65,112.455,87.046,11.889,8.09,3.774,-0.646,0.668,3.398,0.49,10.337,0,0.073
728,81,3297,1,201606,2016,6,1.401,0.039671528,3.03807,74.845,1.359,0,0,0,2700.260267,78.833,72.476,43.697,24.97,18.506,37.602,0.435915,52.636,0.149,13.828,73.648,78.362,83.282,72.782,64.539,127.486,13.495293,21.24,0.217,0,0,12.654,96.119,157.133,143.626,100.538,77.337,11.952,8.21,3.898,-0.574,0.737,3.468,0.487,9.962,0,0
729,82,11691,3,201606,2016,6,1.353,0.038312332,11.91659,74.009,1.333,0,0,0,2728.759563,94.641,92.222,61.68,35.278,26.86,43.997,0.008389,50.132,0.084,14.19,73.566,77.676,80.076,69.945,62.443,127.852,28.739826,26.333,0.259,0,0.294,48.405,140.274,181.706,148.121,103.696,81.63,12.365,8.488,4.161,-0.347,0.987,3.753,0.496,11.789,0.003206,0.098
730,83,10267,3,201606,2016,6,1.747,0.049469064,11.20952,74.009,1.332,0,0,0,2750.091023,96.132,94.286,62.894,35.972,27.438,44.842,0.019958,53.26,0.068,14.357,73.888,78.296,81.079,70.823,63.16,127.257,17.805198,27.502,0.271,0,0.263,51.464,148.524,191.786,154.908,108.447,85.403,12.352,8.465,4.136,-0.363,0.972,3.738,0.497,12.116,0.007628,0.048
731,84,9608,3,201606,2016,6,2.655,0.075180518,10.34705,74.01,1.328,0,0,0,2776.069674,97.548,96.617,64.335,36.789,28.099,45.747,0.030784,57.366,0.056,14.537,74.232,78.954,82.14,71.75,63.915,126.621,3.490366,28.743,0.282,0,0.285,55.743,159.462,205.299,163.587,114.523,90.242,12.341,8.441,4.111,-0.378,0.958,3.724,0.498,12.454,0.011765,0.052
732,85,9364,3,201606,2016,6,1.626,0.046042758,10.12431,74.01,1.327,0,0,0,2783.705629,97.927,97.273,64.739,37.017,28.282,46.002,0.044419,58.627,0.052,14.589,74.33,79.139,82.433,72.007,64.125,126.445,4.784498,29.032,0.284,0,0.291,56.977,162.611,209.213,166.083,116.271,91.634,12.338,8.434,4.105,-0.382,0.954,3.72,0.499,12.566,0.016976,0.053
733,86,7019,2,201606,2016,6,5.15,0.145830384,23.36698,74.039,1.309,39.594672,0,0.406568,2661.738405,88.125,82.068,51.35,29.343,22.04,38.605,6.120487,32.183,0.115,13.055,71.402,74.152,76.197,66.504,59.417,134.063,72.177824,18.485,0.162,0.185788,0.512,36.345,96.998,142.041,127.939,89.564,69.661,12.236,8.469,4.142,-0.408,0.914,3.672,0.481,11.144,0.189466,1.07
734,87,6540,2,201606,2016,6,4.36,0.123460286,21.2898,74.042,1.307,41.10116,0,0,2684.678278,89.121,83.51,52.277,29.873,22.483,39.259,8.317589,34.753,0.106,13.266,71.813,74.915,77.42,67.579,60.295,133.868,106.040232,19.039,0.163,0.023128,0.472,39.893,104.722,152.529,135.39,94.78,73.748,12.218,8.439,4.112,-0.428,0.895,3.652,0.48,11.286,0.48181,0.849
735,88,6069,2,201606,2016,6,1.585,0.044881778,17.4825,74.052,1.298,23.03003,0,0,2709.020509,89.278,85.527,54.291,31.024,23.368,40.04,9.637667,39.099,0.104,13.508,72.258,75.659,78.492,68.533,61.086,133.644,91.9068,20.089,0.169,0.040761,0.484,48.58,120.526,165.991,144.09,100.872,78.617,12.197,8.412,4.083,-0.447,0.876,3.631,0.478,11.651,0.849135,1.034
736,89,5978,2,201606,2016,6,2.159,0.061135495,16.04505,74.056,1.294,22.122992,0,0,2730.670052,89.772,87.04,55.526,31.73,23.956,40.745,5.809023,40.831,0.1,13.715,72.661,76.439,79.724,69.62,61.976,133.194,85.812072,20.687,0.172,0.056887,0.44,52.934,129.623,176.748,151.276,105.902,82.578,12.181,8.383,4.054,-0.463,0.86,3.614,0.476,11.81,0.130783,1.032
737,90,5762,2,201606,2016,6,4.634,0.131219029,14.15953,74.064,1.329,32.86126,0,0,2767.771549,91.068,89.565,57.326,32.758,24.848,42.135,0.010948,46.236,0.094,14.11,73.454,78.082,82.389,71.97,63.891,132.575,57.132564,21.964,0.178,0.087743,0.388,59.984,144.228,195.538,164.316,115.032,89.75,12.154,8.324,3.997,-0.494,0.833,3.586,0.497,11.957,1.20E-05,1.169
738,91,5371,2,201606,2016,6,1.648,0.046665723,13.68815,74.066,1.329,19.656374,0,0,2779.162466,91.361,90.311,57.897,33.085,25.126,42.455,0.018662,47.741,0.095,14.21,73.651,78.474,83.011,72.52,64.34,132.246,61.820596,22.425,0.182,0.149568,0.36,62.046,148.648,201.146,168.086,117.671,91.823,12.147,8.31,3.983,-0.501,0.826,3.579,0.496,12.147,2.10E-05,1.071
739,92,5317,2,201606,2016,6,2.37,0.067110293,13.30224,74.068,1.33,27.457964,0,0,2788.519861,91.574,90.909,58.331,33.333,25.34,42.678,0.027841,49.123,0.098,14.294,73.817,78.811,83.546,72.993,64.727,132.015,58.256476,22.825,0.185,0.223129,0.349,63.843,152.492,206.039,171.356,119.961,93.622,12.142,8.299,3.971,-0.507,0.82,3.573,0.497,12.277,3.10E-05,0.805
740,93,3784,1,201606,2016,6,5.705,0.161546085,16.53974,74.123,1.319,21.183212,3.009,0.791889,2724.528479,83.911,83.95,51.823,29.624,22.689,39.529,7.780584,35.016,0.106,13.872,73.206,77.087,80.66,70.483,62.703,131.605,72.458344,24.814,0.215,0,0.374,47.397,130.721,178.754,152.516,106.761,82.892,12.074,8.308,3.981,-0.522,0.795,3.539,0.497,11.334,0.280047,1.507
741,94,3797,1,201606,2016,6,3.126,0.088517627,16.5242,74.123,1.319,20.985234,3.011,0.81873,2724.84456,83.909,83.96,51.828,29.627,22.691,39.533,8.044307,35.047,0.106,13.874,73.211,77.099,80.68,70.501,62.717,131.601,71.29816,24.825,0.215,0,0.372,47.438,130.824,178.888,152.615,106.831,82.946,12.074,8.307,3.981,-0.522,0.795,3.539,0.497,11.339,0.289539,1.508
742,25,13504,3,201607,2016,7,2.13875,0.060562084,43.21674,74.035,1.356,25.01365,0.099,0,2639.848801,91.645,91.128,75.83,46.193,32.767,41.904,5.98E-04,42.47,0.252,19.379,16.623,52.433,66.688,63.996,58.935,128.737,76.346712,23.186,0.225,0.084333,0.585,0,17.337,103.403,107.108,79.291,60.993,14.449,13.461,8.502,2.949,1.439,3.966,0.487,10.243,3.31E-04,1.153
743,26,12729,3,201607,2016,7,1.35975,0.038503469,106.03201,74.062,1.362,4.725495,0.47,0.00136,2534.933943,77.558,79.204,65.342,39.552,28.212,36.282,1.809932,27.249,0.301,18.051,15.22,49.741,57.466,53.834,50.518,129.689,108.3162,19.698,0.195,0.081882,0.779,0,7.316,63.149,68.538,51.097,39.305,14.707,13.757,8.845,3.165,1.625,4.174,0.483,8.566,1.063332,1.055
744,27,8545,2,201607,2016,7,3.50675,0.099299165,53.87977,74.041,1.328,40.890284,0,0.033558,2645.209173,83.766,84.65,69.474,41.571,29.254,37.317,8.644166,27.232,0.13,16.938,14.897,50.313,64.374,62.373,57.112,132.64,106.914408,19.76,0.194,0.011999,0.571,0,18.145,100.309,111.245,82.641,63.57,14.236,13.282,8.404,2.853,1.334,3.851,0.488,10.979,0.768222,1.074
745,28,12535,2,201607,2016,7,3.46925,0.098237293,68.0652,73.996,1.335,0.663026,0.383,0.020365,2577.883938,76.253,77.679,63.638,38.148,26.855,34.554,0.564054,21.824,0.162,15.939,14.031,48.661,60.094,57.714,53.153,131.361,74.173136,19.331,0.197,0.144708,0.763,0,14.364,82.186,91.682,68.432,52.64,14.334,13.402,8.555,2.941,1.403,3.932,0.487,10.192,1.44445,1.228
746,29,3731,1,201607,2016,7,0.714,0.020218038,8.87334,74.319,1.342,15.549802,0,0,2700.634363,86.771,82.336,66.994,39.027,27.548,37.557,1.274918,51.987,0.152,18.191,16.093,53.116,70.779,69.375,62.879,129.499,26.50338,26.422,0.22,0,0.323,0,25.102,127.564,138.615,102.928,79.175,13.887,12.943,8.078,2.607,1.107,3.601,0.493,11.42,2.10E-05,0.588
747,30,3463,1,201607,2016,7,2.4355,0.068965029,10.36259,74.489,1.349,21.079586,1.12,0,2676.579204,82.234,79.046,64.855,37.713,26.522,35.731,0.151051,38.631,0.124,18.544,16.356,53.602,71.842,70.498,63.838,129.433,22.604268,25.697,0.246,0,0.175,0,15.059,121.206,132.821,98.859,76.045,13.828,12.893,8.04,2.573,1.07,3.561,0.49,10.199,0,0.486
748,31,3518,1,201607,2016,7,2.9865,0.084567464,26.75211,74.182,1.327,39.109044,1.863,0.344153,2699.629105,85.399,83.708,69.341,40.688,28.695,38.324,3.917338,38.992,0.127,17.71,15.736,52.334,68.927,67.363,61.221,131.116,69.386744,24.91,0.218,0,0.403,0,22.978,125.916,136.599,101.385,77.988,13.935,12.999,8.145,2.652,1.144,3.641,0.496,11.255,0.121717,1.251
749,42,12867,3,201607,2016,7,7.694,0.217867762,175.00112,74.031,1.351,7.929646,0.46,0.011131,2550.230859,76.81,78.372,64.5,38.897,27.607,35.529,1.188379,25.028,0.247,17.187,14.725,49.265,58.376,55.229,51.441,130.211,126.871424,19.564,0.196,0.114957,0.779,0,10.018,70.275,77.248,57.627,44.328,14.565,13.622,8.736,3.08,1.54,4.082,0.485,9.179,1.269638,1.131
750,43,12733,3,201607,2016,7,5.308,0.150304403,174.52197,74.034,1.351,6.585333,0.447,0.016606,2551.083077,76.936,78.496,64.59,38.952,27.646,35.569,1.772855,25.084,0.247,17.207,14.741,49.293,58.438,55.294,51.498,130.289,145.697616,19.561,0.196,0.171496,0.776,0,10.046,70.443,77.429,57.759,44.43,14.563,13.62,8.734,3.079,1.539,4.08,0.485,9.191,1.894079,1.132
751,44,12685,3,201607,2016,7,2.411,0.068271273,106.03978,74.062,1.362,4.570575,0.47,0.001315,2534.907936,77.554,79.2,65.339,39.55,28.211,36.281,1.750596,27.247,0.301,18.05,15.22,49.74,57.464,53.832,50.517,129.687,107.777096,19.696,0.195,0.079198,0.779,0,7.314,63.144,68.534,51.093,39.303,14.707,13.757,8.845,3.165,1.625,4.174,0.483,8.565,1.028472,1.054
752,45,12727,3,201607,2016,7,3.307,0.093642928,105.73157,74.065,1.362,6.073802,0.471,0.001898,2535.824171,77.714,79.352,65.456,39.621,28.261,36.331,2.525965,27.327,0.301,18.074,15.238,49.771,57.526,53.896,50.574,129.738,132.72388,19.719,0.195,0.114276,0.775,0,7.336,63.305,68.689,51.208,39.391,14.705,13.754,8.842,3.164,1.624,4.173,0.483,8.575,0.221197,1.058
753,46,13049,3,201607,2016,7,2.784,0.078833357,100.67848,74.073,1.362,5.722218,0.495,0.002649,2547.42214,79.582,81.231,66.95,40.524,28.907,37.119,1.212668,28.666,0.302,18.414,15.503,50.197,58.344,54.729,51.318,129.901,93.031536,19.951,0.197,6.26E-04,0.747,0,7.705,65.955,71.361,53.133,40.871,14.694,13.737,8.816,3.154,1.619,4.165,0.483,8.674,0.308706,1.111
754,59,9811,2,201607,2016,7,3.349,0.094832224,63.13902,74.026,1.332,4.682346,0.138,0.145551,2600.854819,78.249,79.584,65.231,39.091,27.52,35.382,1.341155,23.526,0.153,16.319,14.358,49.272,61.637,59.383,54.581,132.177,86.907016,19.744,0.199,3.17E-04,0.701,0,15.484,87.807,97.775,72.872,56.055,14.288,13.347,8.491,2.908,1.377,3.901,0.487,10.524,1.097257,1.04
755,76,3487,1,201607,2016,7,2.985,0.084524989,10.37813,74.488,1.349,19.073594,1.179,0,2676.072074,82.213,79.04,64.844,37.711,26.522,35.728,0.136677,38.574,0.124,18.535,16.349,53.589,71.808,70.461,63.807,129.441,25.093592,25.673,0.246,0,0.179,0,15.036,121.046,132.665,98.746,75.958,13.828,12.894,8.041,2.573,1.07,3.561,0.49,10.185,0,0.485
756,77,3379,1,201607,2016,7,4.356,0.12334702,10.23309,74.495,1.349,22.01513,0.791,0,2680.74327,82.436,79.118,64.955,37.741,26.532,35.771,0.217955,39.117,0.123,18.623,16.417,53.718,72.129,70.809,64.097,129.35,19.359868,25.862,0.247,0,0.149,0,15.248,122.557,134.12,99.803,76.772,13.827,12.89,8.034,2.568,1.067,3.558,0.49,10.279,0,0.378
757,95,4569,1,201607,2016,7,0.977,0.027665298,12.82827,74.075,1.32,12.023252,0.042,0,2799.957789,87.246,84.99,73.687,43.167,30.358,40.314,9.112411,38.971,0.084,19.093,16.856,54.286,73.603,72.38,65.467,130.154,30.70019,28.249,0.242,0,0.352,0,30.553,163.45,169.815,125.383,96.448,13.962,12.992,8.06,2.593,1.102,3.603,0.502,11.875,0,0.196
758,96,4737,1,201607,2016,7,3.14,0.088914059,12.51747,74.076,1.319,25.030654,0.007,0,2808.643013,87.533,85.05,73.943,43.304,30.448,40.433,0.025302,39.65,0.081,19.219,16.96,54.475,74.046,72.856,65.868,129.941,22.150748,28.545,0.241,0,0.33,0,31.311,166.875,172.746,127.504,98.08,13.961,12.988,8.05,2.585,1.096,3.597,0.502,12.049,0,0
759,97,4767,1,201607,2016,7,2.771,0.078465241,12.1989,74.078,1.318,18.378756,0,0,2817.006154,87.738,85.028,74.185,43.434,30.534,40.56,0.041716,39.874,0.077,19.346,17.066,54.664,74.483,73.323,66.263,129.824,25.154244,28.784,0.243,0,0.337,0,32.129,170.493,175.55,129.53,99.638,13.958,12.983,8.04,2.578,1.09,3.592,0.502,12.148,0,0
760,98,10864,3,201607,2016,7,4.102,0.116154609,202.32044,73.753,1.359,8.596476,1.428,0.020987,2507.223849,71.834,73.082,60.693,36.613,25.977,33.618,4.55E-04,21.668,0.289,16.133,13.902,47.692,55.011,51.731,48.34,125.471,46.319672,19.137,0.197,4.40E-05,0.944,0,8.666,62.05,68.234,51.037,39.26,14.695,13.765,8.893,3.159,1.599,4.16,0.482,9.076,0.123247,1.032
761,1,3343,1,201608,2016,8,1.9,0.053801501,8.41491,74.545,1.35,0.018151,0,0,2739.968432,54.383,69.688,71.644,46.079,32.278,31.338,3.961169,46.914,0.124,10.169,14.987,45.355,62.776,73.636,64.368,127.688,45.989652,28.38,0.272,0,0.178,0,0,69.411,135.875,113.689,87.453,13.032,13.416,10.748,5.367,1.72,3.58,0.49,10.354,0,0.074
762,2,3676,1,201608,2016,8,0.58,0.016423616,7.85806,74.314,1.343,10.62094,0,0,2737.257738,56.87,72.418,73.982,47.517,33.29,33.141,8.715755,56.884,0.146,9.723,14.27,44.39,60.284,70.164,61.42,128.517,21.650166,28.175,0.232,0,0.336,0,0,69.789,132.972,111.277,85.598,13.097,13.488,10.833,5.448,1.783,3.647,0.493,11.654,1.49E-04,0
763,3,3306,1,201608,2016,8,1.9,0.053801501,9.25407,74.548,1.35,13.702851,0,0,2711.805222,53.122,68.685,70.973,45.644,31.98,30.951,0.97681,43.264,0.124,10.081,14.66,44.836,61.37,71.628,62.672,128.441,23.911052,27.347,0.262,0,0.161,0,0,63.969,127.202,107,82.308,13.029,13.422,10.779,5.403,1.741,3.602,0.49,10.319,0,0.068
764,4,4760,1,201608,2016,8,2,0.056633159,12.37502,74.077,1.319,21.876136,0,0,2812.510002,57.9,72.772,80.037,51.636,36.167,35.802,0.031951,39.968,0.08,9.742,14.509,44.751,61.247,71.554,62.601,129.875,23.256696,28.666,0.242,0,0.333,0,0,83.943,155.978,128.426,98.789,13.195,13.578,10.878,5.466,1.804,3.671,0.502,12.096,0,0
